"","i","id","time","hz","n","sd","ci"
"50",5,"mussel_180",2025-06-27 10:20:00,1.414,5,0.404486711771845,0.792793955072817
"51",6,"mussel_171",2025-06-27 10:25:00,0.499,5,0.0240041663050396,0.0470481659578777
"52",6,"mussel_172",2025-06-27 10:25:00,0.425,5,0.0268830801806638,0.0526908371541011
"53",6,"mussel_173",2025-06-27 10:25:00,0.432,5,0.100901932588033,0.197767787872545
"54",6,"mussel_174",2025-06-27 10:25:00,0.449,5,0.0249439371391126,0.0488901167926606
"55",6,"mussel_175",2025-06-27 10:25:00,0.431,5,0.0965883015690824,0.189313071075401
"56",6,"mussel_176",2025-06-27 10:25:00,0.365,5,0.0888690047204311,0.174183249252045
"57",6,"mussel_177",2025-06-27 10:25:00,0.431,5,0.00668580586017872,0.0131041794859503
"58",6,"mussel_178",2025-06-27 10:25:00,0.439,5,0.0278801004302352,0.054644996843261
"59",6,"mussel_179",2025-06-27 10:25:00,0.434,5,0.148410579137742,0.290884735109974
"60",6,"mussel_180",2025-06-27 10:25:00,0.648,5,0.703550779972562,1.37895952874622
