"Arena","Rep","Group","ID","NetDistance_px","NetDistance_mm","File"
7,"4A","CM2","5",4.14275302448966,1.47849858118832,"20250708_123330A_stabilized_4A_Corrected.csv"
7,"4A","CM2","2",44.7955392331136,15.9869875921176,"20250708_123330A_stabilized_4A_Corrected.csv"
7,"4A","CM2","6",2.12605753940925,0.758764289582173,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"5A","CMA","5",11.1292808176623,4.22684421483565,"20250708_152706A_stabilized_5A_Corrected.csv"
0,"5A","CMA","2",3.53967011219843,1.34434869434046,"20250708_152706A_stabilized_5A_Corrected.csv"
0,"5A","CMA","4",4.12439909031194,1.56642578439497,"20250708_152706A_stabilized_5A_Corrected.csv"
0,"5A","CMA","3",19.8264387886545,7.52998055019161,"20250708_152706A_stabilized_5A_Corrected.csv"
0,"5A","CMA","1",19.3863318539273,7.36283017619723,"20250708_152706A_stabilized_5A_Corrected.csv"
0,"5A","CMA","6",105.096463261032,39.9151018841747,"20250708_152706A_stabilized_5A_Corrected.csv"
0,"5A","CMA","7",22.0529500112575,8.37559818125996,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","6",139.053865032485,52.8119502592043,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","1",35.3016120309037,13.4073725905445,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","7",11.1299331947521,4.22709198433427,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","2",56.8549714722822,21.5932288159067,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","3",81.3756035294137,30.9060400795343,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","5",0.71599631106399,0.271931755056586,"20250708_152706A_stabilized_5A_Corrected.csv"
1,"5A","HSA","4",24.2635168186269,9.21516020456775,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","4",82.1924735634249,31.2162831611944,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","2",27.0543158495906,10.2750914734488,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","6",5.34997268258051,2.03189239748595,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","5",47.9534113695037,18.2124615911522,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","7",26.9600394206066,10.2392857655171,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","3",30.7493661364798,11.678452767368,"20250708_152706A_stabilized_5A_Corrected.csv"
2,"5A","HTB","1",9.41330838777112,3.57512661897878,"20250708_152706A_stabilized_5A_Corrected.csv"
