i,id,time,hz,n,sd,ci,Mussel_ID,Rep,Length(mm),Time_Machine,Time_real,Sensor_ID,Line_ID,Beaker_ID,Group,P_Status,Status,Intensity,Note,bpm
4,Mussel_161,2025-06-27T09:40:00Z,0.451,5,0.0120498962651137,0.0236177966796228,Y78,17,29.2,9:23-9:53,11:23-11:53,B,B1,9,CM,infected,infected,3,NA,27.060000000000002
4,Mussel_162,2025-06-27T09:40:00Z,0.544,5,0.156389577657848,0.306523572209382,B72,17,31.2,9:23-9:53,11:23-11:53,B,B2,10,CM,uninfected,uninfected,0,NA,32.64
4,Mussel_163,2025-06-27T09:40:00Z,0.448,5,0.0295177912452812,0.0578548708407512,Y87,17,34,9:23-9:53,11:23-11:53,B,B3,11,HS,infected,infected,20,NA,26.88
4,Mussel_164,2025-06-27T09:40:00Z,0.329,5,0.120227700635087,0.23564629324477,B82,17,29.8,9:23-9:53,11:23-11:53,B,B4,12,HS,uninfected,uninfected,0,NA,19.740000000000002
4,Mussel_165,2025-06-27T09:40:00Z,0.285,5,0.0386225322836295,0.0757001632759138,Y75,17,29,9:23-9:53,11:23-11:53,B,B5,13,HT,infected,infected,23,NA,17.099999999999998
4,Mussel_166,2025-06-27T09:40:00Z,0.346,5,0.319208709154371,0.625649069942568,B49,17,32.1,9:23-9:53,11:23-11:53,B,B6,14,HT,uninfected,uninfected,0,NA,20.759999999999998
4,Mussel_167,2025-06-27T09:40:00Z,0.731,5,0.284516607599627,0.557652550895269,Y84,17,28.8,9:23-9:53,11:23-11:53,B,B7,15,Control,infected,infected,6,NA,43.86
4,Mussel_168,2025-06-27T09:40:00Z,0.456,5,0.016109003693587,0.0315736472394305,B96,17,34.9,9:23-9:53,11:23-11:53,B,B8,16,Control,uninfected,uninfected,0,NA,27.36
5,Mussel_161,2025-06-27T09:45:00Z,0.38,5,0.0903924775631247,0.177169256023724,Y78,17,29.2,9:23-9:53,11:23-11:53,B,B1,9,CM,infected,infected,3,NA,22.8
5,Mussel_162,2025-06-27T09:45:00Z,0.52,5,0.0125817327900413,0.0246601962684809,B72,17,31.2,9:23-9:53,11:23-11:53,B,B2,10,CM,uninfected,uninfected,0,NA,31.200000000000003
5,Mussel_163,2025-06-27T09:45:00Z,0.452,5,0.113591372911855,0.222639090907235,Y87,17,34,9:23-9:53,11:23-11:53,B,B3,11,HS,infected,infected,20,NA,27.12
5,Mussel_164,2025-06-27T09:45:00Z,0.435,5,0.189705824897392,0.371823416798889,B82,17,29.8,9:23-9:53,11:23-11:53,B,B4,12,HS,uninfected,uninfected,0,NA,26.1
5,Mussel_165,2025-06-27T09:45:00Z,0.282,5,0.260328062259911,0.510243002029425,Y75,17,29,9:23-9:53,11:23-11:53,B,B5,13,HT,infected,infected,23,NA,16.919999999999998
5,Mussel_166,2025-06-27T09:45:00Z,0.257,5,0.370144836516734,0.725483879572799,B49,17,32.1,9:23-9:53,11:23-11:53,B,B6,14,HT,uninfected,uninfected,0,NA,15.42
5,Mussel_167,2025-06-27T09:45:00Z,0.434,5,0.240446875629524,0.471275876233868,Y84,17,28.8,9:23-9:53,11:23-11:53,B,B7,15,Control,infected,infected,6,NA,26.04
5,Mussel_168,2025-06-27T09:45:00Z,0.433,5,0.0201816748561659,0.0395560827180852,B96,17,34.9,9:23-9:53,11:23-11:53,B,B8,16,Control,uninfected,uninfected,0,NA,25.98
6,Mussel_161,2025-06-27T09:50:00Z,0.3655,4,0.00716472842006823,0.0140428677033337,Y78,17,29.2,9:23-9:53,11:23-11:53,B,B1,9,CM,infected,infected,3,NA,21.93
6,Mussel_162,2025-06-27T09:50:00Z,0.4795,4,0.0281942665566364,0.0552607624510074,B72,17,31.2,9:23-9:53,11:23-11:53,B,B2,10,CM,uninfected,uninfected,0,NA,28.77
6,Mussel_163,2025-06-27T09:50:00Z,0.4055,4,0.0996811583667312,0.195375070398793,Y87,17,34,9:23-9:53,11:23-11:53,B,B3,11,HS,infected,infected,20,NA,24.330000000000002
6,Mussel_164,2025-06-27T09:50:00Z,0.447,4,0.0990302983939764,0.194099384852194,B82,17,29.8,9:23-9:53,11:23-11:53,B,B4,12,HS,uninfected,uninfected,0,NA,26.82
6,Mussel_165,2025-06-27T09:50:00Z,0.222,4,0.0781083648956158,0.153092395195407,Y75,17,29,9:23-9:53,11:23-11:53,B,B5,13,HT,infected,infected,23,NA,13.32
6,Mussel_166,2025-06-27T09:50:00Z,0.4445,4,0.328275290977964,0.643419570316809,B49,17,32.1,9:23-9:53,11:23-11:53,B,B6,14,HT,uninfected,uninfected,0,NA,26.67
6,Mussel_167,2025-06-27T09:50:00Z,0.525,4,0.217800176002378,0.42688834496466,Y84,17,28.8,9:23-9:53,11:23-11:53,B,B7,15,Control,infected,infected,6,NA,31.5
6,Mussel_168,2025-06-27T09:50:00Z,0.418,4,0.010719919153924,0.021011041541691,B96,17,34.9,9:23-9:53,11:23-11:53,B,B8,16,Control,uninfected,uninfected,0,NA,25.08
1,Mussel_171,2025-06-27T10:00:00Z,0.5575,4,0.174997857129737,0.342995799974285,Y15,18,32.6,10:00-10:30,12:00-12:30,C,C1,17,CM,infected,infected,11,NA,33.45
1,Mussel_172,2025-06-27T10:00:00Z,0.4645,4,0.0296127787731355,0.0580410463953457,P25,18,34.4,10:00-10:30,12:00-12:30,C,C2,18,CM,uninfected,uninfected,0,NA,27.87
1,Mussel_173,2025-06-27T10:00:00Z,0.5785,4,0.0229927524813073,0.0450657948633624,Y10,18,33.7,10:00-10:30,12:00-12:30,C,C3,19,HS,infected,infected,4,NA,34.71
1,Mussel_174,2025-06-27T10:00:00Z,0.3935,4,0.0213756091531134,0.0418961939401023,P22,18,35,10:00-10:30,12:00-12:30,C,C4,20,HS,uninfected,uninfected,0,NA,23.61
1,Mussel_175,2025-06-27T10:00:00Z,0.287,4,0.141356228491472,0.277058207843286,Y38,18,32.2,10:00-10:30,12:00-12:30,C,C5,21,HT,infected,infected,9,NA,17.22
1,Mussel_176,2025-06-27T10:00:00Z,0.194,4,0.0419791614971047,0.0822791565343253,P6,18,33,10:00-10:30,12:00-12:30,C,C6,22,HT,uninfected,uninfected,0,NA,11.64
1,Mussel_177,2025-06-27T10:00:00Z,0.289,4,0.0719027120489902,0.140929315616021,Y46,18,33.5,10:00-10:30,12:00-12:30,C,C7,23,Control,infected,infected,2,NA,17.34
1,Mussel_178,2025-06-27T10:00:00Z,0.535,4,0.152656477098091,0.299206695112259,P53,18,29.1,10:00-10:30,12:00-12:30,C,C8,24,Control,uninfected,uninfected,0,NA,32.1
2,Mussel_171,2025-06-27T10:05:00Z,0.526,5,0.119990416283968,0.235181215916578,Y15,18,32.6,10:00-10:30,12:00-12:30,C,C1,17,CM,infected,infected,11,NA,31.560000000000002
2,Mussel_172,2025-06-27T10:05:00Z,0.436,5,0.0925462046763669,0.181390561165679,P25,18,34.4,10:00-10:30,12:00-12:30,C,C2,18,CM,uninfected,uninfected,0,NA,26.16
2,Mussel_173,2025-06-27T10:05:00Z,0.49,5,0.0472567455502387,0.0926232212784678,Y10,18,33.7,10:00-10:30,12:00-12:30,C,C3,19,HS,infected,infected,4,NA,29.4
2,Mussel_174,2025-06-27T10:05:00Z,0.421,5,0.0826722444354815,0.162037599093544,P22,18,35,10:00-10:30,12:00-12:30,C,C4,20,HS,uninfected,uninfected,0,NA,25.259999999999998
2,Mussel_175,2025-06-27T10:05:00Z,0.464,5,0.00604152298679726,0.0118413850541226,Y38,18,32.2,10:00-10:30,12:00-12:30,C,C5,21,HT,infected,infected,9,NA,27.84
2,Mussel_176,2025-06-27T10:05:00Z,0.418,5,0.11165437743322,0.218842579769112,P6,18,33,10:00-10:30,12:00-12:30,C,C6,22,HT,uninfected,uninfected,0,NA,25.08
2,Mussel_177,2025-06-27T10:05:00Z,0.583,5,0.124890752259725,0.244785874429061,Y46,18,33.5,10:00-10:30,12:00-12:30,C,C7,23,Control,infected,infected,2,NA,34.98
2,Mussel_178,2025-06-27T10:05:00Z,0.487,5,0.0217761337247915,0.0426812221005913,P53,18,29.1,10:00-10:30,12:00-12:30,C,C8,24,Control,uninfected,uninfected,0,NA,29.22
3,Mussel_171,2025-06-27T10:10:00Z,0.505,5,0.138932357642127,0.27230742097857,Y15,18,32.6,10:00-10:30,12:00-12:30,C,C1,17,CM,infected,infected,11,NA,30.3
3,Mussel_172,2025-06-27T10:10:00Z,0.444,5,0.0259364608225563,0.0508354632122104,P25,18,34.4,10:00-10:30,12:00-12:30,C,C2,18,CM,uninfected,uninfected,0,NA,26.64
3,Mussel_173,2025-06-27T10:10:00Z,0.485,5,0.0235796522451032,0.0462161184004023,Y10,18,33.7,10:00-10:30,12:00-12:30,C,C3,19,HS,infected,infected,4,NA,29.099999999999998
3,Mussel_174,2025-06-27T10:10:00Z,0.505,5,0.035324212659307803,0.0692354568122433,P22,18,35,10:00-10:30,12:00-12:30,C,C4,20,HS,uninfected,uninfected,0,NA,30.3
3,Mussel_175,2025-06-27T10:10:00Z,0.467,5,0.00732802838422449,0.01436293563308,Y38,18,32.2,10:00-10:30,12:00-12:30,C,C5,21,HT,infected,infected,9,NA,28.020000000000003
3,Mussel_176,2025-06-27T10:10:00Z,0.422,5,0.00519615242270664,0.010184458748505,P6,18,33,10:00-10:30,12:00-12:30,C,C6,22,HT,uninfected,uninfected,0,NA,25.32
3,Mussel_177,2025-06-27T10:10:00Z,0.531,5,0.0263153947338816,0.0515781736784079,Y46,18,33.5,10:00-10:30,12:00-12:30,C,C7,23,Control,infected,infected,2,NA,31.860000000000003
3,Mussel_178,2025-06-27T10:10:00Z,0.46,5,0.105563724830076,0.206904900666949,P53,18,29.1,10:00-10:30,12:00-12:30,C,C8,24,Control,uninfected,uninfected,0,NA,27.6
4,Mussel_171,2025-06-27T10:15:00Z,0.512,5,0.0240520269416114,0.0471419728055583,Y15,18,32.6,10:00-10:30,12:00-12:30,C,C1,17,CM,infected,infected,11,NA,30.72
4,Mussel_172,2025-06-27T10:15:00Z,0.448,5,0.177447175238154,0.347796463466781,P25,18,34.4,10:00-10:30,12:00-12:30,C,C2,18,CM,uninfected,uninfected,0,NA,26.88
4,Mussel_173,2025-06-27T10:15:00Z,0.456,5,0.105982073955929,0.207724864953621,Y10,18,33.7,10:00-10:30,12:00-12:30,C,C3,19,HS,infected,infected,4,NA,27.36
4,Mussel_174,2025-06-27T10:15:00Z,0.478,5,0.00804984471899922,0.0157776956492385,P22,18,35,10:00-10:30,12:00-12:30,C,C4,20,HS,uninfected,uninfected,0,NA,28.68
4,Mussel_175,2025-06-27T10:15:00Z,0.447,5,0.00838450952650184,0.0164336386719436,Y38,18,32.2,10:00-10:30,12:00-12:30,C,C5,21,HT,infected,infected,9,NA,26.82
4,Mussel_176,2025-06-27T10:15:00Z,0.362,5,0.0984951775469236,0.19305054799197,P6,18,33,10:00-10:30,12:00-12:30,C,C6,22,HT,uninfected,uninfected,0,NA,21.72
4,Mussel_177,2025-06-27T10:15:00Z,0.45,5,0.140564220198456,0.275505871588974,Y46,18,33.5,10:00-10:30,12:00-12:30,C,C7,23,Control,infected,infected,2,NA,27
4,Mussel_178,2025-06-27T10:15:00Z,0.441,5,0.028208154849263,0.0552879835045555,P53,18,29.1,10:00-10:30,12:00-12:30,C,C8,24,Control,uninfected,uninfected,0,NA,26.46
5,Mussel_171,2025-06-27T10:20:00Z,0.467,5,0.0762646707198032,0.149478754610814,Y15,18,32.6,10:00-10:30,12:00-12:30,C,C1,17,CM,infected,infected,11,NA,28.020000000000003
5,Mussel_172,2025-06-27T10:20:00Z,0.41,5,0.0950804922158063,0.18635776474298,P25,18,34.4,10:00-10:30,12:00-12:30,C,C2,18,CM,uninfected,uninfected,0,NA,24.599999999999998
5,Mussel_173,2025-06-27T10:20:00Z,0.449,5,0.0271053500254101,0.0531264860498038,Y10,18,33.7,10:00-10:30,12:00-12:30,C,C3,19,HS,infected,infected,4,NA,26.94
5,Mussel_174,2025-06-27T10:20:00Z,0.472,5,0.0359972221150466,0.0705545553454913,P22,18,35,10:00-10:30,12:00-12:30,C,C4,20,HS,uninfected,uninfected,0,NA,28.32
5,Mussel_175,2025-06-27T10:20:00Z,0.44,5,0.0118025420990565,0.0231329825141507,Y38,18,32.2,10:00-10:30,12:00-12:30,C,C5,21,HT,infected,infected,9,NA,26.4
5,Mussel_176,2025-06-27T10:20:00Z,0.413,5,0.0392135180773162,0.0768584954315397,P6,18,33,10:00-10:30,12:00-12:30,C,C6,22,HT,uninfected,uninfected,0,NA,24.779999999999998
5,Mussel_177,2025-06-27T10:20:00Z,0.444,5,0.065935574616439,0.129233726248221,Y46,18,33.5,10:00-10:30,12:00-12:30,C,C7,23,Control,infected,infected,2,NA,26.64
5,Mussel_178,2025-06-27T10:20:00Z,0.464,5,0.11393111954159,0.223304994301516,P53,18,29.1,10:00-10:30,12:00-12:30,C,C8,24,Control,uninfected,uninfected,0,NA,27.84
6,Mussel_171,2025-06-27T10:25:00Z,0.499,5,0.0240041663050396,0.0470481659578777,Y15,18,32.6,10:00-10:30,12:00-12:30,C,C1,17,CM,infected,infected,11,NA,29.94
6,Mussel_172,2025-06-27T10:25:00Z,0.425,5,0.0268830801806638,0.0526908371541011,P25,18,34.4,10:00-10:30,12:00-12:30,C,C2,18,CM,uninfected,uninfected,0,NA,25.5
6,Mussel_173,2025-06-27T10:25:00Z,0.432,5,0.100901932588033,0.197767787872545,Y10,18,33.7,10:00-10:30,12:00-12:30,C,C3,19,HS,infected,infected,4,NA,25.919999999999998
6,Mussel_174,2025-06-27T10:25:00Z,0.449,5,0.0249439371391126,0.0488901167926606,P22,18,35,10:00-10:30,12:00-12:30,C,C4,20,HS,uninfected,uninfected,0,NA,26.94
6,Mussel_175,2025-06-27T10:25:00Z,0.431,5,0.0965883015690824,0.189313071075401,Y38,18,32.2,10:00-10:30,12:00-12:30,C,C5,21,HT,infected,infected,9,NA,25.86
6,Mussel_176,2025-06-27T10:25:00Z,0.365,5,0.0888690047204311,0.174183249252045,P6,18,33,10:00-10:30,12:00-12:30,C,C6,22,HT,uninfected,uninfected,0,NA,21.9
6,Mussel_177,2025-06-27T10:25:00Z,0.431,5,0.00668580586017872,0.0131041794859503,Y46,18,33.5,10:00-10:30,12:00-12:30,C,C7,23,Control,infected,infected,2,NA,25.86
6,Mussel_178,2025-06-27T10:25:00Z,0.439,5,0.0278801004302352,0.054644996843261,P53,18,29.1,10:00-10:30,12:00-12:30,C,C8,24,Control,uninfected,uninfected,0,NA,26.34
1,Mussel_181,2025-06-27T10:25:00Z,0.263,5,0.149357624512443,0.292740944044389,Y59,19,33.3,10:22-10:52,12:22-12:52,A,A1,1,CM,infected,infected,6,NA,15.780000000000001
1,Mussel_182,2025-06-27T10:25:00Z,0.51,5,0.0249739864659209,0.048949013473205,B51,19,34.9,10:22-10:52,12:22-12:52,A,A2,2,CM,uninfected,uninfected,0,NA,30.6
1,Mussel_183,2025-06-27T10:25:00Z,0.276,5,0.0790582064051544,0.154954084554103,Y19,19,32.8,10:22-10:52,12:22-12:52,A,A3,3,HS,infected,infected,31,NA,16.560000000000002
1,Mussel_184,2025-06-27T10:25:00Z,0.238,5,0.143878420897645,0.282001704959385,B59,19,30,10:22-10:52,12:22-12:52,A,A4,4,HS,uninfected,uninfected,0,NA,14.28
1,Mussel_185,2025-06-27T10:25:00Z,0.162,5,0.125851102498151,0.246668160896375,Y16,19,34.7,10:22-10:52,12:22-12:52,A,A5,5,HT,infected,infected,2,NA,9.72
1,Mussel_186,2025-06-27T10:25:00Z,0.57,5,0.0278783069787245,0.0546414816783,B60,19,32.1,10:22-10:52,12:22-12:52,A,A6,6,HT,uninfected,uninfected,0,NA,34.199999999999996
1,Mussel_187,2025-06-27T10:25:00Z,0.569,5,0.174887678239492,0.342779849349404,Y20,19,34.3,10:22-10:52,12:22-12:52,A,A7,7,Control,infected,infected,4,NA,34.14
1,Mussel_188,2025-06-27T10:25:00Z,0.504,5,0.0259094577326504,0.0507825371559949,B12,19,32.1,10:22-10:52,12:22-12:52,A,A8,8,Control,uninfected,uninfected,0,NA,30.240000000000002
2,Mussel_181,2025-06-27T10:30:00Z,0.866,5,0.487293032989391,0.955094344659207,Y59,19,33.3,10:22-10:52,12:22-12:52,A,A1,1,CM,infected,infected,6,NA,51.96
2,Mussel_182,2025-06-27T10:30:00Z,0.459,5,0.114726631607487,0.224864197950674,B51,19,34.9,10:22-10:52,12:22-12:52,A,A2,2,CM,uninfected,uninfected,0,NA,27.540000000000003
2,Mussel_183,2025-06-27T10:30:00Z,0.307,5,0.0259615099714943,0.0508845595441289,Y19,19,32.8,10:22-10:52,12:22-12:52,A,A3,3,HS,infected,infected,31,NA,18.419999999999998
2,Mussel_184,2025-06-27T10:30:00Z,0.439,5,0.106027354960878,0.207813615723321,B59,19,30,10:22-10:52,12:22-12:52,A,A4,4,HS,uninfected,uninfected,0,NA,26.34
2,Mussel_185,2025-06-27T10:30:00Z,0.483,5,0.174735514421082,0.34248160826532,Y16,19,34.7,10:22-10:52,12:22-12:52,A,A5,5,HT,infected,infected,2,NA,28.98
2,Mussel_186,2025-06-27T10:30:00Z,0.516,5,0.139688224271053,0.273788919571264,B60,19,32.1,10:22-10:52,12:22-12:52,A,A6,6,HT,uninfected,uninfected,0,NA,30.96
2,Mussel_187,2025-06-27T10:30:00Z,0.549,5,0.0295008474454548,0.0578216609930915,Y20,19,34.3,10:22-10:52,12:22-12:52,A,A7,7,Control,infected,infected,4,NA,32.940000000000005
2,Mussel_188,2025-06-27T10:30:00Z,0.479,5,0.041799521528362,0.0819270621955896,B12,19,32.1,10:22-10:52,12:22-12:52,A,A8,8,Control,uninfected,uninfected,0,NA,28.74
3,Mussel_181,2025-06-27T10:35:00Z,1.17,5,0.532960880365529,1.04460332551644,Y59,19,33.3,10:22-10:52,12:22-12:52,A,A1,1,CM,infected,infected,6,NA,70.19999999999999
3,Mussel_182,2025-06-27T10:35:00Z,0.43,5,0.152956856662263,0.299795439058035,B51,19,34.9,10:22-10:52,12:22-12:52,A,A2,2,CM,uninfected,uninfected,0,NA,25.8
3,Mussel_183,2025-06-27T10:35:00Z,0.256,5,0.116332282707768,0.228011274107225,Y19,19,32.8,10:22-10:52,12:22-12:52,A,A3,3,HS,infected,infected,31,NA,15.36
3,Mussel_184,2025-06-27T10:35:00Z,0.502,5,0.0500569675469859,0.0981116563920923,B59,19,30,10:22-10:52,12:22-12:52,A,A4,4,HS,uninfected,uninfected,0,NA,30.12
3,Mussel_185,2025-06-27T10:35:00Z,0.575,5,0.0337223961188999,0.0660958963930439,Y16,19,34.7,10:22-10:52,12:22-12:52,A,A5,5,HT,infected,infected,2,NA,34.5
3,Mussel_186,2025-06-27T10:35:00Z,0.527,5,0.0234136712200373,0.045890795591273,B60,19,32.1,10:22-10:52,12:22-12:52,A,A6,6,HT,uninfected,uninfected,0,NA,31.62
3,Mussel_187,2025-06-27T10:35:00Z,0.455,5,0.132486980492424,0.259674481765152,Y20,19,34.3,10:22-10:52,12:22-12:52,A,A7,7,Control,infected,infected,4,NA,27.3
3,Mussel_188,2025-06-27T10:35:00Z,0.374,5,0.0938259026069028,0.183898769109529,B12,19,32.1,10:22-10:52,12:22-12:52,A,A8,8,Control,uninfected,uninfected,0,NA,22.44
4,Mussel_181,2025-06-27T10:40:00Z,0.679,5,0.477629354206795,0.936153534245318,Y59,19,33.3,10:22-10:52,12:22-12:52,A,A1,1,CM,infected,infected,6,NA,40.74
4,Mussel_182,2025-06-27T10:40:00Z,0.396,5,0.0310998392278803,0.0609556848866453,B51,19,34.9,10:22-10:52,12:22-12:52,A,A2,2,CM,uninfected,uninfected,0,NA,23.76
4,Mussel_183,2025-06-27T10:40:00Z,0.362,5,0.108769481013748,0.213188182786945,Y19,19,32.8,10:22-10:52,12:22-12:52,A,A3,3,HS,infected,infected,31,NA,21.72
4,Mussel_184,2025-06-27T10:40:00Z,0.482,5,0.0219840851526735,0.0430888068992401,B59,19,30,10:22-10:52,12:22-12:52,A,A4,4,HS,uninfected,uninfected,0,NA,28.919999999999998
4,Mussel_185,2025-06-27T10:40:00Z,0.524,5,0.0104259292151827,0.0204348212617581,Y16,19,34.7,10:22-10:52,12:22-12:52,A,A5,5,HT,infected,infected,2,NA,31.44
4,Mussel_186,2025-06-27T10:40:00Z,0.51,5,0.0409597363272763,0.0802810832014616,B60,19,32.1,10:22-10:52,12:22-12:52,A,A6,6,HT,uninfected,uninfected,0,NA,30.6
4,Mussel_187,2025-06-27T10:40:00Z,0.434,5,0.0558050176955442,0.109377834683267,Y20,19,34.3,10:22-10:52,12:22-12:52,A,A7,7,Control,infected,infected,4,NA,26.04
4,Mussel_188,2025-06-27T10:40:00Z,0.385,5,0.106681769764098,0.209096268737632,B12,19,32.1,10:22-10:52,12:22-12:52,A,A8,8,Control,uninfected,uninfected,0,NA,23.1
5,Mussel_181,2025-06-27T10:45:00Z,0.748,5,0.224850394707236,0.440706773626183,Y59,19,33.3,10:22-10:52,12:22-12:52,A,A1,1,CM,infected,infected,6,NA,44.88
5,Mussel_182,2025-06-27T10:45:00Z,0.425,5,0.0955683001836906,0.187313868360034,B51,19,34.9,10:22-10:52,12:22-12:52,A,A2,2,CM,uninfected,uninfected,0,NA,25.5
5,Mussel_183,2025-06-27T10:45:00Z,0.428,5,0.112926082018283,0.221335120755835,Y19,19,32.8,10:22-10:52,12:22-12:52,A,A3,3,HS,infected,infected,31,NA,25.68
5,Mussel_184,2025-06-27T10:45:00Z,0.471,5,0.083468556954101,0.163598371630038,B59,19,30,10:22-10:52,12:22-12:52,A,A4,4,HS,uninfected,uninfected,0,NA,28.259999999999998
5,Mussel_185,2025-06-27T10:45:00Z,0.515,5,0.126709510298162,0.248350640184397,Y16,19,34.7,10:22-10:52,12:22-12:52,A,A5,5,HT,infected,infected,2,NA,30.900000000000002
5,Mussel_186,2025-06-27T10:45:00Z,0.49,5,0.0198317926572461,0.0388703136082024,B60,19,32.1,10:22-10:52,12:22-12:52,A,A6,6,HT,uninfected,uninfected,0,NA,29.4
5,Mussel_187,2025-06-27T10:45:00Z,0.415,5,0.131273378870204,0.257295822585599,Y20,19,34.3,10:22-10:52,12:22-12:52,A,A7,7,Control,infected,infected,4,NA,24.9
5,Mussel_188,2025-06-27T10:45:00Z,0.345,5,0.0985936103406301,0.193243476267635,B12,19,32.1,10:22-10:52,12:22-12:52,A,A8,8,Control,uninfected,uninfected,0,NA,20.7
1,Mussel_191,2025-06-27T10:55:00Z,0.204,5,0.174723209677478,0.342457490967857,G72,20,33.3,10:53-11:23,12:53-13:23,B,B1,9,CM,infected,infected,14,NA,12.239999999999998
1,Mussel_192,2025-06-27T10:55:00Z,0.488,5,0.0162941707368003,0.0319365746441286,B67,20,33.2,10:53-11:23,12:53-13:23,B,B2,10,CM,uninfected,uninfected,0,NA,29.28
1,Mussel_193,2025-06-27T10:55:00Z,0.171,5,0.0331707702654008,0.0650147097201856,G94,20,34,10:53-11:23,12:53-13:23,B,B3,11,HS,infected,infected,19,NA,10.260000000000002
1,Mussel_194,2025-06-27T10:55:00Z,0.647,5,0.374036094514955,0.733110745249311,B90,20,33.8,10:53-11:23,12:53-13:23,B,B4,12,HS,uninfected,uninfected,0,NA,38.82
1,Mussel_195,2025-06-27T10:55:00Z,0.442,5,0.188189266431431,0.368850962205604,G8,20,31,10:53-11:23,12:53-13:23,B,B5,13,HT,infected,infected,NA,died,26.52
1,Mussel_196,2025-06-27T10:55:00Z,0.295,5,0.135901434871012,0.266366812347184,B34,20,33.5,10:53-11:23,12:53-13:23,B,B6,14,HT,uninfected,uninfected,0,NA,17.7
1,Mussel_197,2025-06-27T10:55:00Z,0.51,5,0.115619202557361,0.226613637012427,G46,20,28.3,10:53-11:23,12:53-13:23,B,B7,15,Control,infected,infected,100,NA,30.6
1,Mussel_198,2025-06-27T10:55:00Z,0.519,5,0.148486699741088,0.291033931492532,B99,20,31,10:53-11:23,12:53-13:23,B,B8,16,Control,uninfected,uninfected,0,NA,31.14
2,Mussel_191,2025-06-27T11:00:00Z,0.323,5,0.101322258166703,0.198591626006738,G72,20,33.3,10:53-11:23,12:53-13:23,B,B1,9,CM,infected,infected,14,NA,19.38
2,Mussel_192,2025-06-27T11:00:00Z,0.464,5,0.108514054389282,0.212687546602992,B67,20,33.2,10:53-11:23,12:53-13:23,B,B2,10,CM,uninfected,uninfected,0,NA,27.84
2,Mussel_193,2025-06-27T11:00:00Z,0.364,5,0.115197656226158,0.225787406203269,G94,20,34,10:53-11:23,12:53-13:23,B,B3,11,HS,infected,infected,19,NA,21.84
2,Mussel_194,2025-06-27T11:00:00Z,0.297,5,0.0899138476542963,0.176231141402421,B90,20,33.8,10:53-11:23,12:53-13:23,B,B4,12,HS,uninfected,uninfected,0,NA,17.82
2,Mussel_195,2025-06-27T11:00:00Z,0.451,5,0.194260907029696,0.380751377778203,G8,20,31,10:53-11:23,12:53-13:23,B,B5,13,HT,infected,infected,NA,died,27.060000000000002
2,Mussel_196,2025-06-27T11:00:00Z,0.537,5,0.0324422563950167,0.0635868225342327,B34,20,33.5,10:53-11:23,12:53-13:23,B,B6,14,HT,uninfected,uninfected,0,NA,32.22
2,Mussel_197,2025-06-27T11:00:00Z,0.497,5,0.00939680796866682,0.018417743618587,G46,20,28.3,10:53-11:23,12:53-13:23,B,B7,15,Control,infected,infected,100,NA,29.82
2,Mussel_198,2025-06-27T11:00:00Z,0.502,5,0.0111130553854464,0.021781588555475,B99,20,31,10:53-11:23,12:53-13:23,B,B8,16,Control,uninfected,uninfected,0,NA,30.12
3,Mussel_191,2025-06-27T11:05:00Z,0.356,5,0.097147825503199,0.19040973798627,G72,20,33.3,10:53-11:23,12:53-13:23,B,B1,9,CM,infected,infected,14,NA,21.36
3,Mussel_192,2025-06-27T11:05:00Z,0.417,5,0.0291032644217105,0.0570423982665526,B67,20,33.2,10:53-11:23,12:53-13:23,B,B2,10,CM,uninfected,uninfected,0,NA,25.02
3,Mussel_193,2025-06-27T11:05:00Z,0.308,5,0.10743602747682,0.210574613854567,G94,20,34,10:53-11:23,12:53-13:23,B,B3,11,HS,infected,infected,19,NA,18.48
3,Mussel_194,2025-06-27T11:05:00Z,0.267,5,0.125265717576678,0.245520806450288,B90,20,33.8,10:53-11:23,12:53-13:23,B,B4,12,HS,uninfected,uninfected,0,NA,16.02
3,Mussel_195,2025-06-27T11:05:00Z,0.454,5,0.00981325634027766,0.0192339824269442,G8,20,31,10:53-11:23,12:53-13:23,B,B5,13,HT,infected,infected,NA,died,27.240000000000002
3,Mussel_196,2025-06-27T11:05:00Z,0.413,5,0.146915962373052,0.287955286251182,B34,20,33.5,10:53-11:23,12:53-13:23,B,B6,14,HT,uninfected,uninfected,0,NA,24.779999999999998
3,Mussel_197,2025-06-27T11:05:00Z,0.475,5,0.110083150390966,0.215762974766293,G46,20,28.3,10:53-11:23,12:53-13:23,B,B7,15,Control,infected,infected,100,NA,28.5
3,Mussel_198,2025-06-27T11:05:00Z,0.481,5,0.00481663783151692,0.00944061014977317,B99,20,31,10:53-11:23,12:53-13:23,B,B8,16,Control,uninfected,uninfected,0,NA,28.86
4,Mussel_191,2025-06-27T11:10:00Z,0.4,5,0.113987718636702,0.223415928527936,G72,20,33.3,10:53-11:23,12:53-13:23,B,B1,9,CM,infected,infected,14,NA,24
4,Mussel_192,2025-06-27T11:10:00Z,0.412,5,0.0280588666912974,0.0549953787149429,B67,20,33.2,10:53-11:23,12:53-13:23,B,B2,10,CM,uninfected,uninfected,0,NA,24.72
4,Mussel_193,2025-06-27T11:10:00Z,0.448,5,0.0655911579406859,0.128558669563744,G94,20,34,10:53-11:23,12:53-13:23,B,B3,11,HS,infected,infected,19,NA,26.88
