Arena ID;Rep;Group;Time;Start_Time (min);Time;A(t);P_Status;Status;Notes
CMB;5;CM;15:28-17:28;;100;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;105;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;110;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;115;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;120;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;20;5;0,00%;infected;infected;
ControlA;5;Control;15:28-17:28;;10;0,00%;infected;infected;
ControlA;5;Control;15:28-17:28;;15;0,00%;infected;infected;
ControlA;5;Control;15:28-17:28;;20;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;25;42,86%;infected;infected;
ControlA;5;Control;15:28-17:28;;30;42,86%;infected;infected;
ControlA;5;Control;15:28-17:28;;35;42,86%;infected;infected;
ControlA;5;Control;15:28-17:28;;40;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;45;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;50;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;55;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;60;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;65;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;70;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;75;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;80;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;85;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;90;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;95;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;100;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;105;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;110;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;115;28,57%;infected;infected;
ControlA;5;Control;15:28-17:28;;120;28,57%;infected;infected;
ControlB;5;Control;15:28-17:28;NA;5;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;10;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;15;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;20;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;25;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;30;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;35;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;40;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;45;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;50;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;55;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;60;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;65;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;70;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;75;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;80;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;85;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;90;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;95;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;100;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;105;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;110;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;115;0,00%;uninfected;uninfected;
ControlB;5;Control;15:28-17:28;;120;0,00%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;23;5;0,00%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;10;0,00%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;15;0,00%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;20;0,00%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;25;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;30;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;35;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;40;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;45;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;50;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;55;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;60;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;65;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;70;28,57%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;75;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;80;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;85;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;90;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;95;71,43%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;100;71,43%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;105;71,43%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;110;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;115;57,14%;uninfected;uninfected;
HSA;5;HS;15:28-17:28;;120;57,14%;uninfected;uninfected;
HSB;5;HS;15:28-17:28;52;5;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;10;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;15;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;20;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;25;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;30;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;35;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;40;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;45;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;50;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;55;28,57%;infected;infected;
HSB;5;HS;15:28-17:28;;60;42,86%;infected;infected;
HSB;5;HS;15:28-17:28;;65;28,57%;infected;infected;
HSB;5;HS;15:28-17:28;;70;28,57%;infected;infected;
HSB;5;HS;15:28-17:28;;75;28,57%;infected;infected;
HSB;5;HS;15:28-17:28;;80;42,86%;infected;infected;
HSB;5;HS;15:28-17:28;;85;42,86%;infected;infected;
HSB;5;HS;15:28-17:28;;90;42,86%;infected;infected;
HSB;5;HS;15:28-17:28;;95;57,14%;infected;infected;
HSB;5;HS;15:28-17:28;;100;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;105;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;110;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;115;0,00%;infected;infected;
HSB;5;HS;15:28-17:28;;120;0,00%;infected;infected;
HTA;5;HT;15:28-17:28;23;5;0,00%;infected;infected;
HTA;5;HT;15:28-17:28;;10;0,00%;infected;uninfected;
HTA;5;HT;15:28-17:28;;15;0,00%;infected;infected;
HTA;5;HT;15:28-17:28;;20;0,00%;infected;infected;
HTA;5;HT;15:28-17:28;;25;28,57%;infected;infected;
HTA;5;HT;15:28-17:28;;30;28,57%;infected;infected;
HTA;5;HT;15:28-17:28;;35;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;40;28,57%;infected;infected;
HTA;5;HT;15:28-17:28;;45;28,57%;infected;uninfected;
HTA;5;HT;15:28-17:28;;50;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;55;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;60;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;65;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;70;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;75;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;80;57,14%;infected;uninfected;
HTA;5;HT;15:28-17:28;;85;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;90;57,14%;infected;infected;
HTA;5;HT;15:28-17:28;;95;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;100;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;105;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;110;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;115;42,86%;infected;infected;
HTA;5;HT;15:28-17:28;;120;42,86%;infected;infected;
HTB;5;HT;15:28-17:28;17;5;0,00%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;10;0,00%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;15;0,00%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;20;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;25;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;30;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;35;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;40;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;45;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;50;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;55;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;60;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;65;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;70;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;75;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;80;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;85;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;90;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;95;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;100;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;105;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;110;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;115;28,57%;uninfected;uninfected;
HTB;5;HT;15:28-17:28;;120;28,57%;uninfected;uninfected;
CM1;6;CM;16:05-18:05;31;5;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;10;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;15;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;20;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;25;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;30;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;35;28,57%;infected;infected;
CM1;6;CM;16:05-18:05;;40;28,57%;infected;infected;
CM1;6;CM;16:05-18:05;;45;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;50;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;55;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;60;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;65;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;70;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;75;28,57%;infected;infected;
CM1;6;CM;16:05-18:05;;80;28,57%;infected;infected;
CM1;6;CM;16:05-18:05;;85;28,57%;infected;infected;
CM1;6;CM;16:05-18:05;;90;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;95;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;100;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;105;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;110;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;115;0,00%;infected;infected;
CM1;6;CM;16:05-18:05;;120;0,00%;infected;infected;
CM2;6;CM;16:05-18:05;13;5;0,00%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;10;0,00%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;15;28,57%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;20;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;25;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;30;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;35;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;40;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;45;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;50;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;55;85,71%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;60;85,71%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;65;85,71%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;70;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;75;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;80;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;85;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;90;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;95;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;100;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;105;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;110;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;115;71,43%;uninfected;uninfected;
CM2;6;CM;16:05-18:05;;120;71,43%;uninfected;uninfected;
Control1;6;Control;16:05-18:05;46;5;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;10;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;15;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;20;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;25;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;30;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;35;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;40;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;45;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;50;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;55;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;60;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;65;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;70;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;75;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;80;28,57%;infected;infected;
Control1;6;Control;16:05-18:05;;85;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;90;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;95;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;100;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;105;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;110;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;115;0,00%;infected;infected;
Control1;6;Control;16:05-18:05;;120;0,00%;infected;infected;
Control2;6;Control;16:05-18:05;22;5;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;10;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;15;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;20;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;25;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;30;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;35;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;40;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;45;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;50;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;55;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;60;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;65;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;70;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;75;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;80;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;85;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;90;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;95;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;100;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;105;28,57%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;110;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;115;0,00%;uninfected;uninfected;
Control2;6;Control;16:05-18:05;;120;28,57%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;32;5;0,00%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;10;0,00%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;15;0,00%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;20;0,00%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;25;0,00%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;30;0,00%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;35;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;40;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;45;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;50;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;55;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;60;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;65;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;70;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;75;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;80;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;85;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;90;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;95;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;100;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;105;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;110;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;115;57,14%;uninfected;uninfected;
HS1;6;HS;16:05-18:05;;120;57,14%;uninfected;uninfected;
HS2;6;HS;16:05-18:05;23;5;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;10;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;15;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;20;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;25;28,57%;infected;infected;
HS2;6;HS;16:05-18:05;;30;28,57%;infected;infected;
HS2;6;HS;16:05-18:05;;35;28,57%;infected;infected;
HS2;6;HS;16:05-18:05;;40;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;45;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;50;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;55;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;60;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;65;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;70;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;75;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;80;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;85;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;90;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;95;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;100;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;105;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;110;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;115;0,00%;infected;infected;
HS2;6;HS;16:05-18:05;;120;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;34;5;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;;10;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;;15;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;;20;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;;25;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;;30;0,00%;infected;infected;
HT1;6;HT;16:05-18:05;;35;28,57%;infected;infected;
HT1;6;HT;16:05-18:05;;40;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;45;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;50;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;55;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;60;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;65;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;70;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;75;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;80;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;85;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;90;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;95;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;100;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;105;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;110;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;115;57,14%;infected;infected;
HT1;6;HT;16:05-18:05;;120;57,14%;infected;infected;
HT2;6;HT;16:05-18:05;11;5;0,00%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;10;0,00%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;15;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;20;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;25;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;30;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;35;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;40;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;45;28,57%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;50;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;55;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;60;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;65;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;70;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;75;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;80;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;85;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;90;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;95;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;100;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;105;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;110;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;115;57,14%;uninfected;uninfected;
HT2;6;HT;16:05-18:05;;120;57,14%;uninfected;uninfected;
